url,product_id,category
https://www.amazon.sa/-/en/Clippers-Baytion-animals-Scissors-Hamsters/dp/B08Q3GVY8S/ref=zg_bs_pet-supplies_sccl_28/260-0057919-4346154?psc=1,B08Q3GVY8S,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/PURINA-ONE-Advantage-Chicken-8850127004847/dp/B0B611V2YR/ref=zg_bs_pet-supplies_sccl_12/260-0057919-4346154?psc=1,B0B611V2YR,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Mumoo-Bear-Assortments-Variety-Crinkle/dp/B07N6JDJ48/ref=zg_bs_pet-supplies_sccl_11/260-0057919-4346154?psc=1,B07N6JDJ48,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Temptations-Savory-Salmon-Cat-Treats/dp/B000VDR8BU/ref=zg_bs_pet-supplies_sccl_23/260-0057919-4346154?psc=1,B000VDR8BU,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Signature-Bentonite-Cat-Litter-Lavender/dp/B0B94HH3XL/ref=zg_bs_pet-supplies_sccl_3/260-0057919-4346154?psc=1,B0B94HH3XL,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Friskies-Purina-Meaty-Grill-1-1kg/dp/B01CCWX4AG/ref=zg_bs_pet-supplies_sccl_20/260-0057919-4346154?psc=1,B01CCWX4AG,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Tidy-Cats-Clumping-Performance/dp/B000R4JIUW/ref=zg_bs_pet-supplies_sccl_18/260-0057919-4346154?psc=1,B000R4JIUW,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Fancy-Feast-Chicken-Flakes/dp/B07KX3BNKD/ref=zg_bs_pet-supplies_sccl_7/260-0057919-4346154?psc=1,B07KX3BNKD,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Felix-Doubly-Delicious-Selection/dp/B08YNK99N1/ref=zg_bs_pet-supplies_sccl_2/260-0057919-4346154?psc=1,B08YNK99N1,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Water-Feeder-Kitten-Drinking-Fountain/dp/B0844FVDX4/ref=zg_bs_pet-supplies_sccl_8/260-0057919-4346154?psc=1,B0844FVDX4,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Whiskas-Mince-Chicken-Cat-Food/dp/B07MX94VR8/ref=zg_bs_pet-supplies_sccl_15/260-0057919-4346154?psc=1,B07MX94VR8,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Friskies-Surfin-Favourites-Food/dp/B07SGSMMBM/ref=zg_bs_pet-supplies_sccl_10/260-0057919-4346154?psc=1,B07SGSMMBM,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Felight-Antibacterial-Freshener-Effective-Freshness/dp/B00VX7VPS0/ref=zg_bs_pet-supplies_sccl_27/260-0057919-4346154?psc=1,B00VX7VPS0,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Fancy-Feast-Purina-Chicken-Flakes/dp/B07KX45BNN/ref=zg_bs_pet-supplies_sccl_14/260-0057919-4346154?psc=1,B07KX45BNN,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Thomas-Cat-Litter-Non-Clumping/dp/B0037XNXIS/ref=zg_bs_pet-supplies_sccl_6/260-0057919-4346154?psc=1,B0037XNXIS,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Felix-Naturally-Delicious-Countryside-Selection/dp/B08YNJWQXB/ref=zg_bs_pet-supplies_sccl_1/260-0057919-4346154?psc=1,B08YNJWQXB,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Brit-Premium-Nature-Sticks-Salmon/dp/B099F27PRZ/ref=zg_bs_pet-supplies_sccl_13/260-0057919-4346154?psc=1,B099F27PRZ,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Kitekat-Mackerel-Dry-Cat-Food/dp/B076GMVVXM/ref=zg_bs_pet-supplies_sccl_22/260-0057919-4346154?psc=1,B076GMVVXM,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
